	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
16SC17339Y	0.07400000000000001	-0.735	-1.425	-2.094	-1.242	-1.712	-0.426	-1.0659999999999998	-0.185	0.374	0.0	-0.355	-1.344	-0.091	0.092	0.7340000000000001	1.49	-0.805	3.662	3.281	0.474	1.561	-1.0859999999999999	-1.271
16SC16978Y	0.369	-0.735	-1.995	-2.3040000000000003	-1.337	-1.317	-0.532	-0.852	-0.371	0.0	0.35700000000000004	-0.355	-1.064	-0.365	0.092	0.821	1.9480000000000002	-0.7240000000000001	5.405	3.029	0.105	1.725	-0.997	-30.389
16SC17357Y	0.517	-0.535	-1.995	-2.7230000000000003	-1.242	-1.185	-0.319	-0.5329999999999999	0.556	0.449	0.446	-0.5329999999999999	-2.576	-0.27399999999999997	0.782	1.469	2.292	-1.046	4.534	3.029	0.105	2.094	-1.139	-29.084
16SC19391Y	0.258	-0.33399999999999996	-1.71	-1.885	-0.764	-2.1069999999999998	-0.16	-1.0659999999999998	0.278	0.599	0.268	-0.711	-1.12	-0.183	0.575	1.296	1.089	-0.765	3.4	1.136	0.105	1.807	-0.652	2.129
16SC16808Y	0.295	-0.401	-1.2830000000000001	-1.99	-0.669	-1.185	-0.37200000000000005	-0.426	-0.371	0.225	0.7140000000000001	-0.11800000000000001	-1.736	-0.091	-0.184	0.562	1.661	-0.483	4.098	3.029	-0.527	1.6840000000000002	-1.3030000000000002	-3.262
16SC16096Y	0.96	-0.46799999999999997	-2.209	-2.513	-0.86	-2.37	-0.479	-1.385	0.648	0.449	0.08900000000000001	-0.355	-2.576	0.091	1.058	1.253	1.891	-1.207	5.667000000000001	2.7760000000000002	-0.58	2.053	-1.068	-28.671999999999997
16SC18837Y	0.222	0.067	-0.713	-1.571	-0.955	-0.527	-0.6920000000000001	-0.32	-0.46299999999999997	0.075	0.268	-0.355	-1.344	-0.73	-0.276	0.17300000000000001	0.344	-1.006	0.523	4.038	-0.369	1.1909999999999998	-4.343	-31.694000000000003
16SC13947Y	0.44299999999999995	-0.46799999999999997	-1.8530000000000002	-2.4090000000000003	-1.051	-0.79	0.0	-1.492	0.371	0.075	0.268	0.17800000000000002	-2.464	-0.639	0.506	1.944	1.8330000000000002	-1.328	4.446000000000001	2.271	-0.369	2.6689999999999996	-0.142	-28.397
16SC15216Y	-0.07400000000000001	0.0	-0.713	-0.838	-0.669	-1.317	-0.319	-0.639	-0.046	-0.075	0.17800000000000002	-1.1840000000000002	-0.672	-0.821	-0.368	0.389	0.172	-0.7240000000000001	1.569	0.568	-0.105	0.862	-0.6759999999999999	-29.428
16SC16943Y	0.14800000000000002	-0.535	-2.423	-2.094	-0.669	-1.712	0.106	-0.639	0.556	0.299	0.268	0.11800000000000001	-1.4	-0.456	0.598	1.858	2.005	-1.046	7.497999999999999	3.533	0.21100000000000002	2.094	0.36200000000000004	2.6439999999999997
16SC13319Y	0.14800000000000002	-0.33399999999999996	-0.998	-1.571	-0.86	-1.054	-0.37200000000000005	-0.426	-0.602	-0.674	0.35700000000000004	-1.0659999999999998	-1.12	-1.551	-0.69	0.0	0.172	-1.046	1.482	1.262	0.0	1.6840000000000002	-1.994	-30.217
16SC15675Y	0.295	-0.669	-1.71	-1.885	-1.051	-1.317	-0.053	-0.32	0.0	0.599	0.17800000000000002	-0.355	-2.016	-0.27399999999999997	0.46	0.951	1.49	-0.684	5.405	3.029	-0.316	1.52	-0.071	-29.908
16SC16119Y	-0.44299999999999995	-1.137	-5.559	-4.189	-2.197	-4.2139999999999995	-0.638	-2.344	0.23199999999999998	-0.374	-1.249	-1.421	-4.145	-1.004	0.644	1.815	2.292	-1.288	7.934	0.946	-0.316	2.218	-0.57	-25.546999999999997
16SC19396Y	0.07400000000000001	-0.46799999999999997	-2.138	-1.571	-0.478	-1.58	-0.053	-0.639	0.185	-0.299	0.446	-0.29600000000000004	-1.4	-0.365	0.322	0.648	0.773	-0.08	3.662	1.704	0.8959999999999999	1.4369999999999998	-0.217	0.8240000000000001
16SC16412Y	0.0	-0.401	-2.5660000000000003	-2.199	-1.91	-2.37	-0.106	-1.0659999999999998	0.46299999999999997	0.0	-0.624	-1.3030000000000002	-2.912	-0.27399999999999997	0.828	1.4469999999999998	1.633	-1.65	4.446000000000001	0.379	-0.369	2.5869999999999997	0.217	5.151
16SC17415Y	0.517	-0.401	-0.428	-2.4090000000000003	-1.051	-1.514	-0.745	-0.799	0.046	0.374	-0.17800000000000002	-0.5920000000000001	-2.016	-0.73	0.092	0.562	1.031	-0.684	2.441	2.019	-1.054	1.4780000000000002	1.4480000000000002	-1.786
16SC16192Y	0.369	-0.401	-0.998	-2.199	-1.242	-1.317	-0.266	-0.586	-0.09300000000000001	0.299	0.35700000000000004	0.11800000000000001	-2.576	-0.365	0.276	0.562	1.089	-1.127	3.051	2.145	-0.527	1.807	-1.883	-1.271
16SC19347Y	0.295	-0.33399999999999996	-2.423	-2.6180000000000003	-1.337	-1.844	0.0	-1.2790000000000001	0.973	0.225	0.446	-0.474	-1.9040000000000001	-0.639	0.9890000000000001	1.7280000000000002	1.604	-1.046	4.882	3.155	-0.158	2.546	0.07200000000000001	1.854
16SC16967Y	0.07400000000000001	-0.669	-1.2830000000000001	-1.99	-1.337	-1.449	-0.213	-0.9590000000000001	-0.324	0.374	0.446	0.711	-1.5119999999999998	-0.639	-0.184	1.08	1.375	-0.563	3.313	3.659	-0.105	1.314	-1.0859999999999999	-1.4769999999999999
16SC16805Y	-0.07400000000000001	-0.33399999999999996	-1.425	-1.675	-0.955	-1.712	-0.585	-0.479	0.09300000000000001	0.299	0.35700000000000004	-0.711	-1.344	-0.183	0.023	0.8640000000000001	1.203	-1.288	4.359	2.5869999999999997	-0.8959999999999999	1.643	-1.068	-29.29
16SC16949Y	0.665	-0.46799999999999997	-2.708	-2.984	-1.051	-2.7	-0.532	-0.639	0.556	0.599	0.0	-1.0659999999999998	-1.568	-0.365	0.736	2.031	2.349	-0.644	6.712999999999999	4.543	-0.158	2.875	0.652	4.086
16SC16153Y	0.14800000000000002	-0.067	-1.2109999999999999	-1.361	-0.86	-1.712	-0.053	-0.746	0.23199999999999998	0.524	0.0	-0.8290000000000001	-1.568	-0.183	0.368	1.037	1.146	-1.4080000000000001	3.051	1.136	-0.527	1.6019999999999999	0.29	1.4769999999999999
16SC10030Y	-0.14800000000000002	0.0	-0.998	-1.2570000000000001	-0.573	-0.527	-0.106	-0.852	0.046	-0.225	0.35700000000000004	-0.948	-0.168	-0.821	-0.046	0.302	0.172	-0.885	1.9180000000000001	0.568	-0.58	1.355	-2.065	-29.565
16SC17425Y	0.0	-0.267	-0.713	-1.885	-1.051	-0.922	-0.479	-0.479	-0.509	0.374	0.35700000000000004	0.11800000000000001	-1.232	-0.365	0.046	0.7340000000000001	1.3459999999999999	-0.483	2.877	2.398	-0.474	1.355	-1.4480000000000002	-3.502
16SC16950Y	0.44299999999999995	-0.33399999999999996	-1.8530000000000002	-2.199	-0.955	-1.58	-0.37200000000000005	-0.9590000000000001	0.324	0.374	0.268	-0.237	-2.128	-0.27399999999999997	0.506	1.426	2.12	-0.644	4.01	2.019	-0.316	2.094	-0.797	1.064
16SC12893Y	0.14800000000000002	-0.602	-0.57	-2.199	-1.051	-0.395	-0.319	-0.693	-0.324	0.374	0.624	-0.237	-1.456	0.27399999999999997	0.023	0.7340000000000001	0.9740000000000001	-0.282	3.4	3.029	-0.158	0.986	-1.2309999999999999	-2.61
16SC08989Y	0.0	-0.134	-1.71	-1.885	-1.051	-1.317	-0.37200000000000005	-0.5329999999999999	-0.139	0.674	0.35700000000000004	-0.77	-1.7919999999999998	-0.365	0.414	0.8640000000000001	1.089	-0.805	4.359	2.7760000000000002	-0.263	1.4780000000000002	-1.3530000000000002	-29.976999999999997
16SC99736Y	0.0	-0.134	-1.568	-1.885	-1.528	-1.58	-0.426	-0.639	-0.371	0.225	0.446	-0.711	-1.68	0.27399999999999997	0.23	0.778	1.8330000000000002	-1.5290000000000001	3.575	2.524	-0.632	1.766	-1.7380000000000002	-1.7169999999999999
16SC13043Y	0.14800000000000002	-0.46799999999999997	-1.568	-2.199	-0.955	-1.054	-0.37200000000000005	-0.9590000000000001	0.371	0.524	0.268	-0.474	-1.9040000000000001	-0.27399999999999997	0.23	0.8640000000000001	1.891	-0.402	3.8360000000000003	3.344	-0.58	2.136	-1.4480000000000002	-0.275
16SC18831Y	0.0	-0.401	-0.855	-1.885	-0.478	-0.922	-0.532	-0.852	-0.278	0.0	-0.17800000000000002	-0.711	-1.568	0.0	0.322	0.23800000000000002	1.031	-0.805	2.18	1.704	-0.685	1.109	-1.4240000000000002	-30.32
16SC17377Y	0.44299999999999995	-0.46799999999999997	-2.28	-2.094	-0.669	-1.317	-0.16	-1.172	0.278	0.15	-0.35700000000000004	-0.8290000000000001	-1.9040000000000001	-0.319	0.46	1.275	1.375	-0.885	4.882	2.145	0.105	1.889	0.8690000000000001	2.472
16SC16156Y	0.0	-0.201	-0.713	-1.885	-1.146	-0.6579999999999999	-0.532	-0.639	-0.324	0.449	0.7140000000000001	-0.5920000000000001	-1.456	0.183	0.23	0.562	0.917	-0.7240000000000001	1.6569999999999998	3.029	-0.369	0.7390000000000001	-1.2309999999999999	-3.88
16SC15419Y	0.222	-0.602	-1.8530000000000002	-2.3040000000000003	-0.764	-2.239	-0.053	-0.852	0.324	0.374	0.35700000000000004	-1.0659999999999998	-1.9040000000000001	-0.183	0.644	1.5119999999999998	2.005	-0.644	6.364	2.7760000000000002	0.053	2.3819999999999997	-0.285	-29.565
16SC17362Y	0.44299999999999995	-0.602	-1.995	-2.094	-1.337	-1.975	-0.266	-1.385	0.8340000000000001	0.299	0.0	-0.8290000000000001	-1.7919999999999998	0.0	0.69	1.21	2.0340000000000003	-1.368	5.231	2.7760000000000002	0.263	2.3	-1.2819999999999998	-28.947
16SC19389Y	0.0	-0.535	-0.57	-1.2570000000000001	-0.764	-1.054	-0.37200000000000005	-0.746	-0.509	-0.075	-0.08900000000000001	-0.5920000000000001	-0.784	-0.73	-0.276	0.19399999999999998	1.318	-0.644	2.441	0.946	-0.474	0.78	-0.8540000000000001	-30.629
16SC19400Y	0.07400000000000001	-0.535	-1.2830000000000001	-1.8330000000000002	-0.86	-1.317	-0.426	-0.746	-0.41700000000000004	0.225	0.17800000000000002	-0.474	-1.68	-0.867	0.138	0.8640000000000001	0.8590000000000001	-0.563	4.446000000000001	2.9019999999999997	-0.263	1.4369999999999998	-1.7380000000000002	-1.786
16SC18829Y	0.07400000000000001	-0.535	-0.998	-1.99	-1.051	-1.317	-0.638	-0.5329999999999999	-0.23199999999999998	0.225	-0.268	0.0	-2.016	-0.27399999999999997	0.276	0.648	1.547	-1.0859999999999999	4.621	3.155	0.053	1.766	-1.883	-2.987
16SC17428Y	0.0	-0.267	-0.855	-1.99	-0.955	-0.988	-0.532	-0.746	-0.509	0.15	0.446	0.355	-1.9040000000000001	0.27399999999999997	-0.184	0.34600000000000003	1.146	-0.483	2.441	3.155	0.0	1.1909999999999998	-1.46	-31.11
16SC12912Y	-0.07400000000000001	-0.8690000000000001	-3.8480000000000003	-3.613	-1.719	-2.897	-0.37200000000000005	-2.451	0.23199999999999998	-0.599	-0.535	-1.599	-4.257	-1.369	0.483	0.562	1.4609999999999999	-2.334	3.7489999999999997	-0.757	-0.738	1.766	1.4480000000000002	9.374
16SC15130Y	0.14800000000000002	-0.602	-1.71	-1.99	-0.573	-1.185	-0.532	-0.426	-0.509	0.0	0.268	0.237	-1.456	-0.456	-0.138	0.34600000000000003	0.8590000000000001	-0.322	2.964	2.524	-0.527	1.396	-1.495	-30.801
16SC18847Y	0.07400000000000001	0.0	-1.14	-1.99	-1.337	-1.975	-0.213	-0.5329999999999999	0.648	0.449	0.268	-0.948	-2.016	-0.5479999999999999	0.552	0.9940000000000001	1.203	-1.5290000000000001	2.005	2.145	-0.263	2.012	0.07200000000000001	0.927
16SC17423Y	-0.07400000000000001	-0.267	-1.568	-2.094	-0.955	-1.317	-0.426	-0.746	0.09300000000000001	0.524	0.446	0.0	-1.456	0.0	0.046	0.389	1.547	-0.563	3.923	1.767	-0.474	1.4369999999999998	-2.207	-30.183000000000003
16SC18817Y	0.222	-0.33399999999999996	-1.71	-2.3040000000000003	-1.051	-1.449	-0.532	-0.32	-0.371	-0.524	0.08900000000000001	0.237	-2.016	-0.456	0.23	0.43200000000000005	1.547	-0.805	2.877	3.533	-0.158	1.643	-2.492	-30.355
16SC15500Y	0.14800000000000002	-0.602	-1.71	-2.3040000000000003	-1.051	-1.185	-0.16	-0.9590000000000001	-0.278	0.075	0.268	-0.17800000000000002	-2.24	-0.183	0.046	1.123	1.7469999999999999	-0.7240000000000001	6.364	3.029	0.105	2.053	-0.7240000000000001	-0.48100000000000004
16SC18825Y	-0.07400000000000001	-0.134	-0.57	-1.571	-0.86	-0.922	-0.479	-0.746	-0.139	0.075	0.535	-1.1840000000000002	-1.68	-0.9129999999999999	0.322	0.324	0.917	-1.046	0.785	0.631	-1.001	0.986	-0.7240000000000001	-1.9569999999999999
16SC12899Y	0.185	-0.602	-1.2830000000000001	-2.3040000000000003	-0.764	-0.527	-0.532	-0.746	-0.139	-0.075	0.0	-0.11800000000000001	-0.8959999999999999	-0.639	0.322	0.281	0.802	-0.402	2.964	2.145	-0.158	1.396	-1.376	-1.786
16SC16723Y	0.295	-0.802	-0.998	-2.3040000000000003	-1.051	-2.37	-0.37200000000000005	-1.492	-0.371	0.299	0.8029999999999999	0.0	-2.24	-0.27399999999999997	0.322	1.383	1.8330000000000002	-0.563	8.283	3.975	0.369	2.177	-0.214	-31.076
16SC16198Y	0.07400000000000001	-0.267	-1.425	-3.037	-1.528	-1.317	-0.319	-1.172	0.695	0.599	-0.08900000000000001	-1.421	-2.8	-1.186	0.529	1.253	1.719	-0.966	3.139	1.64	-0.42200000000000004	2.546	-2.741	-28.671999999999997
16SC13048Y	0.07400000000000001	-0.669	-1.14	-1.571	-0.86	-1.317	-0.266	-1.0659999999999998	0.046	0.299	-0.268	-0.5920000000000001	-1.4	0.27399999999999997	0.598	0.7340000000000001	1.146	-0.805	4.098	1.83	0.105	1.93	-1.5659999999999998	-29.599
16SC17332Y	0.14800000000000002	-0.46799999999999997	-1.71	-2.199	-0.669	-1.844	-0.16	-0.426	0.23199999999999998	0.674	0.268	-0.711	-2.128	-0.183	0.184	1.015	1.031	-0.483	3.923	1.767	-0.21100000000000002	1.6840000000000002	-0.142	-29.599
16SC19349Y	0.222	-0.535	-2.28	-2.827	-1.433	-2.502	0.0	-0.9590000000000001	0.8340000000000001	0.075	0.0	-0.474	-3.0239999999999996	-0.365	0.736	2.2030000000000003	1.9480000000000002	-1.489	8.107999999999999	2.019	-0.263	2.5869999999999997	1.014	5.322
16SC16478Y	0.14800000000000002	-0.267	-0.855	-2.094	-0.955	-0.6579999999999999	-0.532	-0.693	-0.556	-0.374	0.17800000000000002	0.11800000000000001	-1.68	-0.27399999999999997	-0.092	0.389	1.26	-1.4080000000000001	4.359	3.155	-0.158	1.766	-1.665	-3.3989999999999996
16SC16151Y	0.0	-0.33399999999999996	-1.425	-1.675	-1.146	-0.79	-0.426	-1.119	-0.23199999999999998	-0.15	0.446	0.11800000000000001	-1.568	-0.183	-0.138	0.605	0.917	-0.483	2.18	1.577	0.263	1.93	-0.652	-1.03
16SC19343Y	0.14800000000000002	-0.33399999999999996	-1.425	-2.513	-0.86	-1.317	0.213	-0.5329999999999999	-0.278	-0.15	0.268	0.11800000000000001	-2.016	-1.004	0.138	0.951	1.547	-0.483	5.0569999999999995	3.029	-0.369	1.273	-0.7829999999999999	-30.046
16SC16130Y	0.369	-0.669	-1.71	-2.3040000000000003	-1.146	-1.58	-0.532	-1.172	0.278	0.374	0.35700000000000004	0.355	-1.9040000000000001	0.27399999999999997	0.368	0.907	2.435	-0.885	5.405	2.7760000000000002	-0.21100000000000002	2.3	-1.495	-30.046
16SC15221Y	-0.332	-0.33399999999999996	-0.713	-1.99	-0.669	-1.054	-0.479	-0.746	-0.41700000000000004	0.374	0.0	-0.474	-2.016	-0.319	-0.046	0.583	0.602	-0.644	2.005	0.631	0.053	1.068	-1.5659999999999998	-29.976999999999997
16SC19332Y	0.295	-0.669	-1.995	-2.199	-1.051	-2.1069999999999998	0.16	-0.426	0.0	0.524	0.17800000000000002	0.237	-1.344	0.365	0.736	1.642	1.719	-0.644	7.149	3.659	-0.053	1.0270000000000001	-0.6409999999999999	-29.737
16SC16817Y	0.07400000000000001	-0.46799999999999997	-1.568	-1.466	-0.764	-1.185	-0.213	-0.693	0.602	0.299	0.08900000000000001	-0.948	-0.56	0.091	0.184	1.469	0.516	-0.201	2.79	0.883	-0.474	1.273	-0.9259999999999999	-29.016
16SC15381Y	0.332	-1.137	-2.8510000000000004	-3.3510000000000004	-1.91	-3.951	-0.426	-2.877	0.8340000000000001	0.0	-0.535	-2.369	-3.136	-1.095	0.575	1.037	1.891	-1.65	6.8	2.145	-0.369	2.6689999999999996	2.4619999999999997	7.28
16SC19211Y	0.0	-0.535	-1.995	-1.1	-1.051	-2.1069999999999998	-0.319	-1.119	0.371	-0.225	0.08900000000000001	-1.0659999999999998	-1.12	-0.091	-0.138	1.469	0.917	-1.368	5.58	0.883	0.369	1.725	-0.071	-28.535
16SC16132Y	0.517	-0.134	-1.14	-2.6180000000000003	-0.669	-1.712	-0.053	-0.9590000000000001	0.46299999999999997	0.225	0.624	-0.474	-2.296	-0.319	0.575	1.167	2.12	-1.127	4.708	2.7760000000000002	-0.474	1.561	-0.507	0.584
16SC09208Y	0.07400000000000001	-0.46799999999999997	-0.713	-1.675	-1.051	-1.712	-0.106	-1.492	0.371	0.15	-0.08900000000000001	-1.3030000000000002	-2.8	-1.278	0.552	0.518	0.831	-1.127	1.569	1.767	-0.105	1.807	-2.67	-28.878
16SC18846Y	0.295	-0.267	-1.14	-1.99	-0.764	-1.58	-0.16	-1.2790000000000001	0.278	0.599	0.268	-0.11800000000000001	-1.12	-0.365	0.667	0.648	1.318	-0.24100000000000002	3.4	3.029	-0.158	1.6840000000000002	-0.217	1.236
16SC15215Y	-0.07400000000000001	-0.33399999999999996	-1.425	-1.466	-0.955	-0.79	-0.053	-0.746	-0.278	0.15	0.17800000000000002	-0.11800000000000001	-1.68	-0.5479999999999999	0.0	0.389	0.8590000000000001	-1.288	1.569	2.145	-0.474	1.9709999999999999	-1.709	-29.908
16SC15190Y	0.44299999999999995	-0.46799999999999997	-1.995	-2.513	-1.051	-2.1069999999999998	-0.213	-1.598	0.046	0.075	0.268	0.11800000000000001	-2.912	-0.183	0.414	1.555	2.349	-0.402	6.364	4.543	0.21100000000000002	2.423	-0.36200000000000004	-0.687
16SC16191Y	0.44299999999999995	-0.201	-0.998	-1.99	-1.051	-1.844	-0.053	-0.639	0.139	0.15	0.624	-0.237	-2.128	0.27399999999999997	0.46	1.21	1.661	-0.483	4.621	2.524	-0.105	1.109	-1.5659999999999998	-29.701999999999998
16SC08988Y	0.369	-0.669	-1.425	-2.3040000000000003	-1.337	-1.054	0.053	-0.5329999999999999	0.23199999999999998	0.599	0.0	-0.355	-1.232	-0.456	0.23	1.253	2.234	-0.644	6.277	2.65	-0.263	2.259	-1.3530000000000002	-29.737
16SC13729Y	-0.369	-0.735	-2.28	-0.9420000000000001	-0.764	-1.449	-0.213	-1.0659999999999998	0.46299999999999997	-0.15	-0.268	-0.474	-1.176	-0.73	0.046	0.562	0.659	-1.0859999999999999	3.575	0.442	0.158	1.643	1.159	5.425
16SC17177Y	0.369	-0.535	-2.28	-1.885	-1.624	-1.844	-0.266	-0.5329999999999999	0.695	0.374	0.268	-1.0659999999999998	-2.464	0.091	0.414	0.9940000000000001	1.49	-0.483	3.313	2.019	-0.263	2.3	-0.9259999999999999	-28.26
16SC18221Y	0.14800000000000002	-0.602	-2.8510000000000004	-1.885	-0.955	-2.1069999999999998	0.0	-0.9590000000000001	0.648	0.225	-0.446	-1.6580000000000001	-0.8959999999999999	-0.456	0.828	1.167	1.375	0.402	4.708	2.019	0.21100000000000002	1.807	-0.7120000000000001	-28.569000000000003
16SC13730Y	-0.44299999999999995	-0.46799999999999997	-0.713	-1.2570000000000001	-0.669	-0.6579999999999999	-0.16	-1.385	0.046	-0.075	0.35700000000000004	-0.8290000000000001	-1.12	0.0	0.322	1.037	0.9740000000000001	-0.644	3.487	0.126	-0.158	1.725	0.0	2.1630000000000003
16SC16945Y	0.295	-0.602	-1.995	-2.094	-0.573	-1.58	-0.213	-1.0659999999999998	-0.23199999999999998	-0.075	0.0	-0.948	-1.68	0.27399999999999997	0.115	1.21	1.5759999999999998	-0.644	5.492999999999999	3.912	0.316	2.094	-1.0859999999999999	-1.03
16SC19350Y	0.44299999999999995	-0.201	-2.5660000000000003	-1.99	-0.764	-1.449	-0.106	-0.32	0.278	0.674	0.08900000000000001	-0.8290000000000001	-1.9040000000000001	-0.091	0.23	1.555	1.719	-1.046	5.841	2.271	-0.316	1.725	-1.068	-29.153000000000002
16SC09151Y	0.0	-0.33399999999999996	-0.998	-1.99	-0.955	-1.449	-0.37200000000000005	-0.9590000000000001	-0.46299999999999997	0.524	-0.17800000000000002	0.355	-1.456	-0.365	0.092	1.123	1.547	-0.644	5.754	3.344	0.21100000000000002	2.012	-0.652	-1.889
16SC16713Y	0.369	-0.8690000000000001	-3.278	-3.037	-1.91	-3.095	-0.16	-2.238	0.741	0.15	-0.08900000000000001	-1.777	-2.8	-1.186	0.46	2.2680000000000002	1.661	-0.7240000000000001	4.97	2.019	-0.527	2.8339999999999996	0.652	7.76
16SC10782Y	-0.07400000000000001	0.067	-1.995	-2.094	-1.337	-1.975	-0.319	-0.9590000000000001	0.602	0.299	0.268	-1.0659999999999998	-2.352	0.0	0.644	1.037	1.49	-0.885	4.185	2.019	0.263	2.3409999999999997	0.434	2.781
16SC18844Y	0.369	-0.33399999999999996	-1.568	-2.4090000000000003	-1.146	-1.185	-0.319	-0.213	0.324	0.823	0.268	0.0	-2.016	-0.365	0.368	0.9940000000000001	1.661	-0.24100000000000002	3.139	2.7760000000000002	-0.9490000000000001	2.546	-1.014	0.10300000000000001
16SC12897Y	0.14800000000000002	-0.33399999999999996	-0.998	-1.9369999999999998	-0.955	-1.054	-0.426	-1.0659999999999998	-0.556	0.449	0.17800000000000002	-0.11800000000000001	-1.9040000000000001	-0.365	0.092	0.43200000000000005	1.4609999999999999	-1.207	3.2260000000000004	3.281	-0.369	1.396	-1.883	-2.61
16SC18813Y	0.07400000000000001	-0.535	-0.713	-2.199	-1.146	-1.449	-0.37200000000000005	-1.492	-0.278	0.15	-0.268	-0.474	-1.7919999999999998	-0.091	0.322	0.778	1.49	-0.7240000000000001	4.359	3.281	0.0	1.766	-2.0269999999999997	-2.06
16SC16115Y	0.14800000000000002	-0.8690000000000001	-3.563	-3.142	-1.815	-2.634	0.053	-1.9180000000000001	0.371	0.299	-0.268	-0.355	-3.8089999999999997	-1.3230000000000002	0.782	2.095	2.062	-1.65	6.103	0.379	-0.105	2.218	-1.495	-26.818
16SC18815Y	0.96	-0.201	-1.995	-2.4090000000000003	-1.337	-2.766	-0.106	-1.492	0.787	0.225	-0.35700000000000004	-0.711	-3.136	-0.456	0.69	1.037	1.805	-1.5290000000000001	4.359	1.136	-0.053	2.423	-1.3530000000000002	-28.294
16SC18824Y	0.14800000000000002	-0.401	-0.855	-1.675	-1.146	-1.317	-0.319	-0.9590000000000001	0.139	0.449	0.17800000000000002	-1.1840000000000002	-1.568	-0.27399999999999997	0.368	0.9940000000000001	1.318	-0.563	3.8360000000000003	2.9019999999999997	-0.158	1.355	-0.8690000000000001	-1.099
16SC06666Y	0.591	-0.134	-1.8530000000000002	-1.571	-1.242	-1.712	0.106	-1.2790000000000001	0.509	0.0	-0.08900000000000001	-0.8290000000000001	-2.24	-0.456	0.598	1.253	1.432	-1.127	4.708	1.64	0.105	2.177	0.434	2.2319999999999998
16SC16459Y	0.517	-0.46799999999999997	-0.998	-2.932	-1.528	-0.922	-0.266	-0.852	-0.278	0.449	0.268	-0.711	-1.12	0.183	0.322	0.43200000000000005	1.8330000000000002	-0.885	5.231	3.533	0.105	1.766	-2.679	-3.846
16SC16120Y	0.7390000000000001	-0.602	-2.9930000000000003	-2.513	-0.955	-1.975	-0.053	-1.705	0.46299999999999997	0.299	0.08900000000000001	-0.474	-3.136	0.183	0.828	1.771	2.5780000000000003	-1.5290000000000001	5.492999999999999	2.398	-0.527	1.889	-0.57	-28.226
16SC15183Y	-0.07400000000000001	-0.8690000000000001	-1.995	-0.9420000000000001	-1.051	-2.37	-0.266	-0.426	0.46299999999999997	-0.374	0.17800000000000002	-1.777	-0.672	-1.004	0.414	0.8640000000000001	1.318	-0.805	3.487	1.767	0.158	1.109	0.142	-28.191
16SC99733Y	0.14800000000000002	-0.267	-1.8530000000000002	-2.6180000000000003	-1.146	-3.227	-0.053	-0.426	0.602	0.973	0.0	-0.5920000000000001	-2.352	1.278	0.966	2.117	2.005	-0.322	7.236000000000001	3.533	0.316	2.505	-0.142	-29.119
16SC18845Y	0.295	-0.134	-0.855	-1.885	-1.433	-1.58	-0.426	-1.598	0.139	0.374	0.17800000000000002	-0.237	-1.456	-0.365	0.69	0.475	1.26	-0.523	2.964	1.514	0.21100000000000002	1.6019999999999999	-2.7769999999999997	-29.84
16SC19333Y	0.185	-1.003	-1.8530000000000002	-1.99	-0.764	-1.449	-0.266	-0.107	-0.371	0.0	0.08900000000000001	-0.237	-1.9040000000000001	0.091	0.184	0.9940000000000001	1.8330000000000002	0.0	6.016	2.524	-0.105	1.52	-1.521	-1.339
16SC16160Y	0.44299999999999995	-0.267	-2.28	-1.571	-0.86	-1.712	-0.16	-0.852	0.41700000000000004	0.075	-0.08900000000000001	-0.711	-2.128	0.091	0.598	1.383	1.919	-1.449	4.098	1.893	0.42200000000000004	2.136	-0.35600000000000004	-28.706
15SC4443Y	0.775	-0.46799999999999997	-1.8530000000000002	-1.885	-0.955	-2.239	0.213	-1.3319999999999999	0.741	0.674	0.268	-1.0659999999999998	-1.176	-0.183	0.598	1.037	1.776	-0.7240000000000001	5.492999999999999	2.334	-0.105	2.628	0.652	4.189
16SC10440Y	0.295	-0.669	-2.5660000000000003	-2.3040000000000003	-1.91	-2.766	-0.213	-1.2790000000000001	0.9259999999999999	0.0	-0.08900000000000001	-0.948	-3.136	-0.73	0.368	1.383	1.776	-1.368	3.4	2.019	-0.474	2.218	0.941	4.704
16SC18814Y	0.7390000000000001	-0.267	-1.425	-2.6180000000000003	-1.051	-1.317	-0.479	-0.9590000000000001	0.509	0.299	0.35700000000000004	-1.3030000000000002	-1.9040000000000001	-0.27399999999999997	0.828	1.21	1.776	-1.288	4.708	1.767	-0.527	2.464	-1.5659999999999998	-28.912
16SC10028Y	0.369	-0.46799999999999997	-1.8530000000000002	-2.094	-1.337	-1.58	-0.106	-0.852	0.556	0.524	0.35700000000000004	-0.237	-2.128	-0.091	0.598	1.858	2.349	-1.046	5.667000000000001	2.9019999999999997	-0.053	3.08	-0.145	3.502
16SC16118Y	0.517	-0.46799999999999997	-2.9930000000000003	-3.665	-1.528	-2.897	-0.16	-1.385	0.509	0.374	-0.268	-2.0140000000000002	-3.248	-0.639	0.782	1.339	2.406	-1.931	6.277	2.271	-0.158	2.752	-2.421	-27.024
16SC18672Y	0.0	-0.067	-1.425	-1.99	-0.669	-1.317	-0.266	-0.9590000000000001	-0.509	0.15	0.446	-0.5920000000000001	-1.7919999999999998	-0.5479999999999999	0.092	0.562	0.802	-0.08	3.313	2.524	-0.316	2.012	-0.46299999999999997	-30.183000000000003
